# Retired by harvest.py. Kept so a source that returns is recognised
# rather than rediscovered as a stranger. Format: date	reason	value
2026-08-23T13:41:28Z	no configs for 13d	45.153.4.154:3128
2026-08-23T13:41:28Z	no configs for 13d	86.53.163.185:10002
2026-08-23T13:41:28Z	no configs for 13d	167.86.126.27:3128
2026-08-23T13:41:28Z	no configs for 13d	47.75.116.41:10800
2026-08-23T13:41:28Z	no configs for 13d	95.181.213.41:10808
2026-08-23T13:41:28Z	no configs for 13d	158.178.247.206:1080
2026-08-23T13:41:28Z	no configs for 13d	92.51.21.96:8081
2026-08-23T13:41:28Z	no configs for 13d	47.76.220.47:33128
2026-08-23T13:41:28Z	no configs for 13d	58.186.168.155:1081
2026-08-23T13:41:28Z	no configs for 13d	185.196.61.251:1080
2026-08-23T13:41:28Z	no configs for 13d	77.72.18.253:9080
2026-08-23T13:41:28Z	no configs for 13d	45.74.178.43:9091
2026-08-23T13:41:28Z	no configs for 13d	157.245.196.151:9090
2026-08-23T13:41:28Z	no configs for 13d	194.62.52.29:9050
2026-08-23T13:41:28Z	no configs for 13d	181.78.94.23:9991
2026-08-23T13:41:28Z	no configs for 13d	18.141.223.48:3129
2026-08-23T13:41:28Z	no configs for 13d	2.60.120.138:8080
2026-08-23T13:41:28Z	no configs for 13d	122.54.132.131:8080
2026-08-23T13:41:28Z	no configs for 13d	67.220.95.36:8202
2026-08-23T13:41:28Z	no configs for 13d	58.186.168.155:2103
2026-08-23T13:41:28Z	no configs for 13d	103.174.123.5:8089
2026-08-23T13:41:28Z	no configs for 13d	27.254.99.183:8118
2026-08-23T13:41:28Z	no configs for 13d	74.208.117.247:3128
2026-08-23T13:41:28Z	no configs for 13d	58.186.168.155:2033
2026-08-23T13:41:28Z	no configs for 13d	210.201.86.72:8080
2026-08-23T13:41:28Z	no configs for 13d	160.179.53.231:3129
2026-08-23T13:41:28Z	no configs for 13d	138.128.247.206:1080
2026-08-23T13:41:28Z	no configs for 13d	185.221.153.22:8443
2026-08-23T13:41:28Z	no configs for 13d	34.215.116.246:3128
2026-08-23T19:59:05Z	no configs for 12d	5.230.201.154:1080
2026-08-23T19:59:05Z	no configs for 12d	89.251.21.4:8080
2026-08-23T19:59:05Z	no configs for 12d	116.98.52.34:8080
2026-08-23T19:59:05Z	no configs for 12d	144.31.75.120:11112
2026-08-23T19:59:05Z	no configs for 12d	213.169.33.10:8001
2026-08-23T19:59:05Z	no configs for 12d	146.196.98.146:8081
2026-08-23T19:59:05Z	no configs for 12d	187.49.149.49:9999
2026-08-23T19:59:05Z	no configs for 12d	51.68.199.41:8118
2026-08-23T19:59:05Z	no configs for 12d	43.224.116.238:9999
2026-08-23T19:59:05Z	no configs for 12d	185.189.12.146:3128
2026-08-23T19:59:05Z	no configs for 12d	132.148.82.125:45605
2026-08-23T19:59:05Z	no configs for 12d	216.106.179.216:49226
2026-08-23T19:59:05Z	no configs for 12d	85.117.56.85:8080
2026-08-23T19:59:05Z	no configs for 12d	27.124.43.203:1080
2026-08-23T19:59:05Z	no configs for 12d	64.188.125.131:80
2026-08-23T19:59:05Z	no configs for 12d	61.5.25.113:8080
2026-08-23T19:59:05Z	no configs for 12d	47.85.9.228:10800
2026-08-23T19:59:05Z	no configs for 12d	101.2.166.41:1080
2026-08-23T19:59:05Z	no configs for 12d	109.238.95.167:31054
2026-08-23T19:59:05Z	no configs for 12d	181.225.73.104:999
2026-08-23T19:59:05Z	no configs for 12d	58.186.168.155:1071
2026-08-23T19:59:05Z	no configs for 12d	58.186.168.155:1084
2026-08-23T19:59:05Z	no configs for 12d	90.8.144.108:3317
2026-08-23T19:59:05Z	no configs for 12d	116.104.53.235:1046
2026-08-23T19:59:05Z	no configs for 12d	191.252.196.208:8889
2026-08-23T19:59:05Z	no configs for 12d	223.206.49.37:8080
2026-08-23T19:59:05Z	no configs for 12d	116.104.53.235:1085
2026-08-23T19:59:05Z	no configs for 12d	193.201.15.227:1080
2026-08-23T19:59:05Z	no configs for 12d	176.120.84.29:1080
2026-08-23T19:59:05Z	no configs for 12d	182.48.78.141:8008
2026-08-23T19:59:05Z	no configs for 12d	58.186.168.155:1026
2026-08-23T19:59:05Z	no configs for 12d	103.136.107.70:1080
2026-08-23T19:59:05Z	no configs for 12d	178.104.48.190:9110
2026-08-23T19:59:05Z	no configs for 12d	27.124.43.201:1080
2026-08-23T19:59:05Z	no configs for 12d	103.156.248.39:8080
2026-08-23T19:59:05Z	no configs for 12d	109.238.181.53:8083
2026-08-23T19:59:05Z	no configs for 12d	168.205.102.26:8080
2026-08-23T19:59:05Z	no configs for 12d	213.178.39.170:8080
2026-08-24T13:59:03Z	no configs for 13d	45.155.226.177:3128
2026-08-24T13:59:03Z	no configs for 13d	172.110.220.36:3128
2026-08-24T13:59:03Z	no configs for 13d	38.76.9.0:999
2026-08-24T13:59:03Z	no configs for 13d	43.163.122.46:8080
2026-08-24T13:59:03Z	no configs for 13d	216.106.179.216:49430
2026-08-24T13:59:03Z	no configs for 13d	216.106.179.216:49216
2026-08-24T13:59:03Z	no configs for 13d	134.122.199.224:10001
2026-08-24T13:59:03Z	no configs for 13d	140.245.109.203:1080
2026-08-24T13:59:03Z	no configs for 13d	185.40.86.232:1080
2026-08-24T13:59:03Z	no configs for 13d	118.99.72.222:1080
2026-08-24T13:59:03Z	no configs for 13d	185.236.25.231:8080
2026-08-24T13:59:03Z	no configs for 13d	46.8.64.58:1080
2026-08-24T13:59:03Z	no configs for 13d	103.134.220.49:1080
2026-08-24T13:59:03Z	no configs for 13d	151.242.116.35:8080
2026-08-24T13:59:03Z	no configs for 13d	121.101.130.137:8080
2026-08-24T13:59:03Z	no configs for 13d	124.217.40.181:8082
2026-08-24T13:59:03Z	no configs for 13d	179.84.72.179:8085
2026-08-24T13:59:03Z	no configs for 13d	5.104.75.62:12000
2026-08-24T13:59:03Z	no configs for 13d	193.233.139.106:1080
2026-08-24T13:59:03Z	no configs for 13d	113.22.219.228:8080
2026-08-24T13:59:03Z	no configs for 13d	103.54.43.131:8080
2026-08-24T13:59:03Z	no configs for 13d	123.0.18.42:10000
2026-08-24T13:59:03Z	no configs for 13d	157.100.56.12:8080
2026-08-24T13:59:03Z	no configs for 13d	131.222.247.185:8080
2026-08-24T13:59:03Z	no configs for 13d	177.136.44.193:54443
2026-08-24T13:59:03Z	no configs for 13d	101.255.209.181:1111
2026-08-24T13:59:03Z	no configs for 13d	223.206.60.107:8080
2026-08-24T13:59:03Z	no configs for 13d	188.166.197.213:3128
2026-08-24T13:59:03Z	no configs for 13d	51.178.49.241:1088
2026-08-24T13:59:03Z	no configs for 13d	124.122.253.68:8080
2026-08-24T13:59:03Z	no configs for 13d	190.61.85.225:999
2026-08-24T13:59:03Z	no configs for 13d	149.86.206.27:8080
2026-08-24T13:59:03Z	no configs for 13d	103.183.69.111:8080
2026-08-24T13:59:03Z	no configs for 13d	187.147.45.248:999
2026-08-24T13:59:03Z	no configs for 13d	5.149.208.240:1080
2026-08-24T13:59:03Z	no configs for 13d	190.60.48.138:999
2026-08-24T13:59:03Z	no configs for 13d	160.191.130.130:8080
2026-08-24T13:59:03Z	no configs for 13d	125.94.175.110:7890
2026-08-24T13:59:03Z	no configs for 13d	110.136.112.170:8080
2026-08-24T13:59:03Z	no configs for 13d	107.173.230.93:40000
2026-08-24T13:59:03Z	no configs for 13d	141.147.109.224:1080
2026-08-24T13:59:03Z	no configs for 13d	125.24.62.67:8080
2026-08-24T13:59:03Z	no configs for 13d	103.156.14.179:8080
2026-08-24T13:59:03Z	no configs for 13d	81.177.165.209:10808
2026-08-24T13:59:03Z	no configs for 13d	216.106.179.216:49238
2026-08-24T13:59:03Z	no configs for 13d	5.189.165.10:1080
2026-08-24T13:59:03Z	no configs for 13d	83.147.216.208:1080
2026-08-24T13:59:03Z	no configs for 13d	216.106.179.216:49172
2026-08-24T13:59:03Z	no configs for 13d	216.106.179.216:49439
2026-08-24T13:59:03Z	no configs for 13d	77.110.102.252:1080
2026-08-24T13:59:03Z	no configs for 13d	145.236.113.230:8080
2026-08-24T13:59:03Z	no configs for 13d	200.106.124.139:999
2026-08-24T13:59:03Z	no configs for 13d	118.33.124.132:55020
2026-08-24T13:59:03Z	no configs for 13d	190.235.185.72:999
2026-08-24T13:59:03Z	no configs for 13d	143.105.208.94:8080
2026-08-24T13:59:03Z	no configs for 13d	189.102.177.214:8085
2026-08-24T13:59:03Z	no configs for 13d	45.174.168.40:999
2026-08-24T13:59:03Z	no configs for 13d	149.248.76.55:10003
2026-08-24T13:59:03Z	no configs for 13d	180.190.84.27:8082
2026-08-24T13:59:03Z	no configs for 13d	45.224.117.115:8080
2026-08-24T13:59:03Z	no configs for 13d	138.117.14.249:9090
2026-08-24T13:59:03Z	no configs for 13d	77.51.105.175:3128
2026-08-24T13:59:03Z	no configs for 13d	103.36.9.9:8181
2026-08-24T13:59:03Z	no configs for 13d	112.120.201.241:8888
2026-08-24T13:59:03Z	no configs for 13d	95.214.123.80:8080
2026-08-24T13:59:03Z	no configs for 13d	196.216.133.215:8080
2026-08-24T13:59:03Z	no configs for 13d	85.95.167.198:1080
2026-08-24T13:59:03Z	no configs for 13d	103.85.25.188:1080
2026-08-24T13:59:03Z	no configs for 13d	104.156.151.10:1080
2026-08-24T13:59:03Z	no configs for 13d	202.51.106.229:8080
2026-08-24T13:59:03Z	no configs for 13d	103.147.247.171:8080
2026-08-24T13:59:03Z	no configs for 13d	202.180.17.162:8090
2026-08-24T13:59:03Z	no configs for 13d	51.79.207.21:8080
2026-08-24T13:59:03Z	no configs for 13d	38.92.8.190:666
2026-08-24T13:59:03Z	no configs for 13d	222.127.132.13:8080
2026-08-24T13:59:03Z	no configs for 13d	103.189.96.140:8080
2026-08-24T13:59:03Z	no configs for 13d	172.105.63.173:3128
2026-08-24T13:59:03Z	no configs for 13d	38.51.243.121:999
2026-08-24T13:59:03Z	no configs for 13d	35.88.100.134:3128
2026-08-24T13:59:03Z	no configs for 13d	167.86.86.221:9050
2026-08-24T13:59:03Z	no configs for 13d	212.46.215.90:1080
2026-08-24T13:59:03Z	no configs for 13d	163.223.118.98:8085
2026-08-24T13:59:03Z	no configs for 13d	155.94.155.175:8888
2026-08-24T13:59:03Z	no configs for 13d	46.10.209.230:8080
2026-08-24T20:05:51Z	no configs for 12d	103.16.226.172:8080
2026-08-24T20:05:51Z	no configs for 12d	91.204.178.195:1080
2026-08-24T20:05:51Z	no configs for 12d	103.88.234.239:40001
2026-08-24T20:05:51Z	no configs for 12d	212.113.99.167:10800
2026-08-24T20:05:51Z	no configs for 12d	146.56.110.131:8118
2026-08-24T20:05:51Z	no configs for 12d	177.224.225.7:3128
2026-08-24T20:05:51Z	no configs for 12d	45.32.160.61:1088
2026-08-24T20:05:51Z	no configs for 12d	154.219.125.230:3128
2026-08-24T20:05:51Z	no configs for 12d	138.117.14.238:8090
2026-08-24T20:05:51Z	no configs for 12d	210.94.84.86:8118
2026-08-24T20:05:51Z	no configs for 12d	85.158.145.47:8080
2026-08-24T20:05:51Z	no configs for 12d	103.146.185.139:1111
2026-08-24T20:05:51Z	no configs for 12d	45.144.53.63:5050
2026-08-24T20:05:51Z	no configs for 12d	188.131.155.235:1088
2026-08-24T20:05:51Z	no configs for 12d	163.223.117.211:8080
2026-08-24T20:05:51Z	no configs for 12d	119.91.133.30:8080
2026-08-24T20:05:51Z	no configs for 12d	49.51.229.43:1080
2026-08-24T20:05:51Z	no configs for 12d	103.195.65.138:8080
2026-08-24T20:05:51Z	no configs for 12d	178.214.201.74:7080
2026-08-24T20:05:51Z	no configs for 12d	182.253.173.223:8080
2026-08-24T20:05:51Z	no configs for 12d	150.230.249.56:1080
2026-08-24T20:05:51Z	no configs for 12d	109.234.213.86:8080
2026-08-24T20:05:51Z	no configs for 12d	134.185.95.159:666
2026-08-24T20:05:51Z	no configs for 12d	95.163.176.131:1080
2026-08-24T20:05:51Z	no configs for 12d	213.154.2.210:3128
2026-08-24T20:05:51Z	no configs for 12d	202.165.47.90:55443
2026-08-24T20:05:51Z	no configs for 12d	187.19.201.217:8080
2026-08-24T20:05:51Z	no configs for 12d	154.219.116.122:1080
2026-08-24T20:05:51Z	no configs for 12d	43.160.236.70:40001
2026-08-24T20:05:51Z	no configs for 12d	199.168.131.234:8080
2026-08-24T20:05:51Z	no configs for 12d	13.140.164.179:3522
2026-08-24T20:05:51Z	no configs for 12d	171.253.95.238:1111
2026-08-24T20:05:51Z	no configs for 12d	77.83.246.110:2000
2026-08-24T20:05:51Z	no configs for 12d	171.253.95.24:1111
2026-08-24T20:05:51Z	no configs for 12d	213.199.56.121:3128
2026-08-24T20:05:51Z	no configs for 12d	102.68.135.147:8080
2026-08-25T14:00:05Z	no configs for 13d	144.178.199.118:8443
2026-08-25T14:00:05Z	no configs for 13d	169.58.85.194:8080
2026-08-25T14:00:05Z	no configs for 13d	2.78.60.10:3129
2026-08-25T14:00:05Z	no configs for 13d	144.22.165.206:1088
2026-08-25T14:00:05Z	no configs for 13d	216.106.179.216:49153
2026-08-25T14:00:05Z	no configs for 13d	216.106.179.216:49252
2026-08-25T14:00:05Z	no configs for 13d	103.133.24.123:8080
2026-08-25T14:00:05Z	no configs for 13d	103.171.232.96:8080
2026-08-25T14:00:05Z	no configs for 13d	114.4.251.26:8080
2026-08-25T14:00:05Z	no configs for 13d	103.174.122.173:8085
2026-08-25T14:00:05Z	no configs for 13d	45.74.178.43:9082
2026-08-25T14:00:05Z	no configs for 13d	115.193.135.121:1080
2026-08-25T14:00:05Z	no configs for 13d	120.28.211.162:8081
2026-08-25T14:00:05Z	no configs for 13d	185.75.46.9:3128
2026-08-25T14:00:05Z	no configs for 13d	27.128.158.105:18079
2026-08-25T14:00:05Z	no configs for 13d	46.172.36.213:8080
2026-08-25T14:00:05Z	no configs for 13d	45.230.168.40:999
2026-08-25T14:00:05Z	no configs for 13d	43.138.214.122:9981
2026-08-25T14:00:05Z	no configs for 13d	131.100.26.163:8180
2026-08-25T14:00:05Z	no configs for 13d	47.80.60.84:3128
2026-08-25T14:00:05Z	no configs for 13d	159.65.166.126:8118
2026-08-25T14:00:05Z	no configs for 13d	182.53.202.208:8080
2026-08-25T14:00:05Z	no configs for 13d	114.9.25.74:8080
2026-08-25T14:00:05Z	no configs for 13d	213.131.85.26:1976
2026-08-25T14:00:05Z	no configs for 13d	103.235.174.138:7777
2026-08-25T14:00:05Z	no configs for 13d	194.67.111.148:1080
2026-08-25T14:00:05Z	no configs for 13d	103.235.174.137:7777
2026-08-25T14:00:05Z	no configs for 13d	169.58.85.194:443
2026-08-25T14:00:05Z	no configs for 13d	179.49.237.12:999
2026-08-25T14:00:05Z	no configs for 13d	194.87.10.38:1234
2026-08-25T14:00:05Z	no configs for 13d	5.101.216.73:8080
2026-08-25T14:00:05Z	no configs for 13d	178.72.151.170:2080
2026-08-25T14:00:05Z	no configs for 13d	47.86.42.224:1011
2026-08-25T14:00:05Z	no configs for 13d	89.44.198.219:8080
2026-08-25T14:00:05Z	no configs for 13d	190.97.254.180:8080
2026-08-25T14:00:05Z	no configs for 13d	43.224.116.74:9999
2026-08-25T14:00:05Z	no configs for 13d	179.1.13.52:999
2026-08-25T14:00:05Z	no configs for 13d	5.42.213.90:3128
2026-08-25T14:00:05Z	no configs for 13d	179.1.230.58:8080
2026-08-25T14:00:05Z	no configs for 13d	178.34.190.6:8080
2026-08-25T14:00:05Z	no configs for 13d	43.134.7.146:4000
2026-08-25T14:00:05Z	no configs for 13d	192.248.95.98:54126
2026-08-25T14:00:05Z	no configs for 13d	103.160.182.89:8080
2026-08-25T14:00:05Z	no configs for 13d	196.64.137.36:30001
2026-08-25T14:00:05Z	no configs for 13d	197.164.101.13:1976
2026-08-25T14:00:05Z	no configs for 13d	194.127.179.9:10806
2026-08-25T14:00:05Z	no configs for 13d	216.106.179.216:49402
2026-08-25T14:00:05Z	no configs for 13d	105.214.86.3:8090
2026-08-25T14:00:05Z	no configs for 13d	41.203.42.177:8080
2026-08-25T14:00:05Z	no configs for 13d	2.56.178.63:3128
2026-08-25T14:00:05Z	no configs for 13d	49.147.96.138:8082
2026-08-25T14:00:05Z	no configs for 13d	112.202.232.75:8082
2026-08-25T14:00:05Z	no configs for 13d	118.99.126.223:1194
2026-08-25T14:00:05Z	no configs for 13d	103.75.84.148:8080
2026-08-25T14:00:05Z	no configs for 13d	103.146.38.25:1111
2026-08-25T14:00:05Z	no configs for 13d	181.204.113.250:11211
2026-08-25T14:00:05Z	no configs for 13d	212.113.100.114:8089
2026-08-25T14:00:05Z	no configs for 13d	80.80.91.132:999
2026-08-25T14:00:05Z	no configs for 13d	109.172.47.169:5555
2026-08-25T14:00:05Z	no configs for 13d	200.118.237.227:999
2026-08-25T14:00:05Z	no configs for 13d	171.103.19.126:8080
2026-08-25T14:00:05Z	no configs for 13d	45.224.117.120:8080
2026-08-25T14:00:05Z	no configs for 13d	190.97.253.235:999
2026-08-25T14:00:05Z	no configs for 13d	171.253.95.3:1081
2026-08-25T14:00:05Z	no configs for 13d	95.165.107.74:10808
2026-08-25T14:00:05Z	no configs for 13d	114.80.41.216:7890
2026-08-25T14:00:05Z	no configs for 13d	103.135.189.2:84
2026-08-25T14:00:05Z	no configs for 13d	57.151.107.42:1080
2026-08-25T14:00:05Z	no configs for 13d	193.233.88.128:1080
2026-08-25T14:00:05Z	no configs for 13d	171.253.95.3:1101
2026-08-25T14:00:05Z	no configs for 13d	200.182.232.34:8080
2026-08-25T14:00:05Z	no configs for 13d	194.147.115.228:80
2026-08-25T14:00:05Z	no configs for 13d	77.239.121.24:3128
2026-08-25T14:00:05Z	no configs for 13d	27.75.153.235:1080
2026-08-25T14:00:05Z	no configs for 13d	138.124.125.198:1080
2026-08-25T14:00:05Z	no configs for 13d	171.253.95.24:1085
2026-08-25T20:05:26Z	no configs for 12d	147.45.166.120:3333
2026-08-25T20:05:26Z	no configs for 12d	5.78.44.212:1080
2026-08-25T20:05:26Z	no configs for 12d	150.241.70.103:6666
2026-08-25T20:05:26Z	no configs for 12d	180.211.93.91:8080
2026-08-25T20:05:26Z	no configs for 12d	185.252.147.44:1080
2026-08-25T20:05:26Z	no configs for 12d	94.73.251.19:1080
2026-08-25T20:05:26Z	no configs for 12d	184.82.138.156:8081
2026-08-25T20:05:26Z	no configs for 12d	180.148.4.74:8080
2026-08-25T20:05:26Z	no configs for 12d	38.211.24.242:8080
2026-08-25T20:05:26Z	no configs for 12d	190.14.240.133:999
2026-08-25T20:05:26Z	no configs for 12d	45.144.30.59:808
2026-08-25T20:05:26Z	no configs for 12d	103.68.233.174:8083
2026-08-25T20:05:26Z	no configs for 12d	104.194.132.112:9050
2026-08-25T20:05:26Z	no configs for 12d	103.133.26.72:8080
2026-08-25T20:05:26Z	no configs for 12d	89.44.241.98:1080
2026-08-25T20:05:26Z	no configs for 12d	103.189.117.82:1111
2026-08-25T20:05:26Z	no configs for 12d	201.186.41.170:999
2026-08-25T20:05:26Z	no configs for 12d	5.35.85.97:1080
2026-08-25T20:05:26Z	no configs for 12d	188.132.221.53:8080
2026-08-25T20:05:26Z	no configs for 12d	115.76.207.183:24402
2026-08-25T20:05:26Z	no configs for 12d	176.32.2.193:8080
2026-08-25T20:05:26Z	no configs for 12d	14.143.130.210:1111
2026-08-25T20:05:26Z	no configs for 12d	38.52.222.218:999
2026-08-25T20:05:26Z	no configs for 12d	152.32.219.123:10808
2026-08-25T20:05:26Z	no configs for 12d	202.62.75.241:83
2026-08-25T20:05:26Z	no configs for 12d	43.133.13.187:8889
2026-08-25T20:05:26Z	no configs for 12d	185.21.252.234:3128
2026-08-25T20:05:26Z	no configs for 12d	45.144.53.63:5041
2026-08-25T20:05:26Z	no configs for 12d	20.249.202.171:443
2026-08-25T20:05:26Z	no configs for 12d	171.253.92.42:1080
2026-08-25T20:05:26Z	no configs for 12d	109.120.157.74:1080
2026-08-25T20:05:26Z	no configs for 12d	45.198.10.189:8080
2026-08-25T20:05:26Z	no configs for 12d	164.52.216.68:8080
2026-08-25T20:05:26Z	no configs for 12d	91.239.6.32:10800
2026-08-25T20:05:26Z	no configs for 12d	45.139.29.169:1080
2026-08-25T20:05:26Z	no configs for 12d	46.146.204.175:1080
2026-08-25T20:05:26Z	no configs for 12d	15.235.176.12:60606
2026-08-25T20:05:26Z	no configs for 12d	175.178.109.150:9253
2026-08-25T20:05:26Z	no configs for 12d	43.135.135.65:1080
2026-08-25T20:05:26Z	no configs for 12d	185.205.210.154:8084
2026-08-25T20:05:26Z	no configs for 12d	171.253.95.238:2118
2026-08-25T20:05:26Z	no configs for 12d	185.35.130.144:54782
2026-08-25T20:05:26Z	no configs for 12d	45.177.178.194:999
2026-08-25T20:05:26Z	no configs for 12d	103.154.77.204:1111
2026-08-25T20:05:26Z	no configs for 12d	125.25.214.150:8080
2026-08-25T20:05:26Z	no configs for 12d	13.201.224.26:3128
2026-08-25T20:05:26Z	no configs for 12d	5.75.204.209:9082
2026-08-25T20:05:26Z	no configs for 12d	89.44.197.218:9082
2026-08-25T20:05:26Z	no configs for 12d	180.94.23.51:8090
2026-08-25T20:05:26Z	no configs for 12d	181.37.240.89:999
2026-08-25T20:05:26Z	no configs for 12d	181.78.27.38:999
2026-08-25T20:05:26Z	no configs for 12d	203.128.75.194:8080
2026-08-25T20:05:26Z	no configs for 12d	212.174.242.114:8080
2026-08-26T14:03:13Z	no configs for 13d	176.120.28.106:8080
2026-08-26T14:03:13Z	no configs for 13d	88.210.11.216:8989
2026-08-26T14:03:13Z	no configs for 13d	47.85.195.135:1080
2026-08-26T14:03:13Z	no configs for 13d	43.134.58.45:1080
2026-08-26T14:03:13Z	no configs for 13d	47.251.127.154:1080
2026-08-26T14:03:13Z	no configs for 13d	43.163.219.10:20000
2026-08-26T14:03:13Z	no configs for 13d	78.109.34.192:8080
2026-08-26T14:03:13Z	no configs for 13d	47.80.27.150:1080
2026-08-26T14:03:13Z	no configs for 13d	162.214.74.29:3128
2026-08-26T14:03:13Z	no configs for 13d	162.214.159.94:3128
2026-08-26T14:03:13Z	no configs for 13d	195.138.94.51:8080
2026-08-26T14:03:13Z	no configs for 13d	203.150.128.134:8080
2026-08-26T14:03:13Z	no configs for 13d	42.115.173.141:3128
2026-08-26T14:03:13Z	no configs for 13d	45.74.178.43:9080
2026-08-26T14:03:13Z	no configs for 13d	103.28.117.242:8080
2026-08-26T14:03:13Z	no configs for 13d	103.178.2.177:8818
2026-08-26T14:03:13Z	no configs for 13d	119.93.177.119:5050
2026-08-26T14:03:13Z	no configs for 13d	185.174.208.195:8080
